,county_name,precinct,Ward2,Precinct,candidate,candidate_normalized,party,mode,votes,religious_voting_place,party2
215,Washtenaw County,ANN ARBOR CITY; Ward 3; Precinct 4,3,4,Emidio Soltysik,soltysik,natural law party,total,0,0,other
216,Washtenaw County,ANN ARBOR CITY; Ward 4; Precinct 7,4,7,Darrell Castle,castle,us taxpayers,total,1,0,other
217,Washtenaw County,ANN ARBOR CITY; Ward 4; Precinct 7,4,7,Hillary Clinton,clinton,democratic,total,1258,0,democratic
218,Washtenaw County,ANN ARBOR CITY; Ward 4; Precinct 7,4,7,Gary Johnson,johnson,libertarian,total,38,0,other
219,Washtenaw County,ANN ARBOR CITY; Ward 4; Precinct 7,4,7,Jill Stein,stein,green,total,17,0,other
220,Washtenaw County,ANN ARBOR CITY; Ward 4; Precinct 7,4,7,Donald Trump,trump,republican,total,245,0,republican
221,Washtenaw County,ANN ARBOR CITY; Ward 4; Precinct 7,4,7,Emidio Soltysik,soltysik,natural law party,total,0,0,other
222,Washtenaw County,ANN ARBOR CITY; Ward 3; Precinct 9,3,9,Darrell Castle,castle,us taxpayers,total,2,0,other
223,Washtenaw County,ANN ARBOR CITY; Ward 3; Precinct 9,3,9,Hillary Clinton,clinton,democratic,total,1154,0,democratic
224,Washtenaw County,ANN ARBOR CITY; Ward 3; Precinct 9,3,9,Gary Johnson,johnson,libertarian,total,35,0,other
225,Washtenaw County,ANN ARBOR CITY; Ward 3; Precinct 9,3,9,Jill Stein,stein,green,total,26,0,other
226,Washtenaw County,ANN ARBOR CITY; Ward 3; Precinct 9,3,9,Donald Trump,trump,republican,total,209,0,republican
227,Washtenaw County,ANN ARBOR CITY; Ward 3; Precinct 9,3,9,Emidio Soltysik,soltysik,natural law party,total,1,0,other
228,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 7,5,7,Darrell Castle,castle,us taxpayers,total,2,0,other
229,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 7,5,7,Hillary Clinton,clinton,democratic,total,720,0,democratic
230,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 7,5,7,Gary Johnson,johnson,libertarian,total,25,0,other
231,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 7,5,7,Jill Stein,stein,green,total,13,0,other
232,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 7,5,7,Donald Trump,trump,republican,total,105,0,republican
233,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 7,5,7,Emidio Soltysik,soltysik,natural law party,total,0,0,other
234,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 9,1,9,Darrell Castle,castle,us taxpayers,total,5,0,other
235,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 9,1,9,Hillary Clinton,clinton,democratic,total,1382,0,democratic
236,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 9,1,9,Gary Johnson,johnson,libertarian,total,42,0,other
237,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 9,1,9,Jill Stein,stein,green,total,28,0,other
238,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 9,1,9,Donald Trump,trump,republican,total,276,0,republican
239,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 9,1,9,Emidio Soltysik,soltysik,natural law party,total,0,0,other
240,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 1,5,1,Darrell Castle,castle,us taxpayers,total,3,0,other
241,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 1,5,1,Hillary Clinton,clinton,democratic,total,836,0,democratic
242,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 1,5,1,Gary Johnson,johnson,libertarian,total,31,0,other
243,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 1,5,1,Jill Stein,stein,green,total,12,0,other
244,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 1,5,1,Donald Trump,trump,republican,total,72,0,republican
245,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 1,5,1,Emidio Soltysik,soltysik,natural law party,total,0,0,other
246,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 2,5,2,Darrell Castle,castle,us taxpayers,total,1,0,other
247,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 2,5,2,Hillary Clinton,clinton,democratic,total,1593,0,democratic
248,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 2,5,2,Gary Johnson,johnson,libertarian,total,28,0,other
249,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 2,5,2,Jill Stein,stein,green,total,22,0,other
250,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 2,5,2,Donald Trump,trump,republican,total,100,0,republican
251,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 2,5,2,Emidio Soltysik,soltysik,natural law party,total,2,0,other
252,Washtenaw County,ANN ARBOR CITY; Ward 2; Precinct 1,2,1,Darrell Castle,castle,us taxpayers,total,0,0,other
253,Washtenaw County,ANN ARBOR CITY; Ward 2; Precinct 1,2,1,Hillary Clinton,clinton,democratic,total,614,0,democratic
254,Washtenaw County,ANN ARBOR CITY; Ward 2; Precinct 1,2,1,Gary Johnson,johnson,libertarian,total,24,0,other
255,Washtenaw County,ANN ARBOR CITY; Ward 2; Precinct 1,2,1,Jill Stein,stein,green,total,16,0,other
256,Washtenaw County,ANN ARBOR CITY; Ward 2; Precinct 1,2,1,Donald Trump,trump,republican,total,68,0,republican
257,Washtenaw County,ANN ARBOR CITY; Ward 2; Precinct 1,2,1,Emidio Soltysik,soltysik,natural law party,total,2,0,other
258,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 5,5,5,Darrell Castle,castle,us taxpayers,total,3,0,other
259,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 5,5,5,Hillary Clinton,clinton,democratic,total,1385,0,democratic
260,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 5,5,5,Gary Johnson,johnson,libertarian,total,34,0,other
261,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 5,5,5,Jill Stein,stein,green,total,26,0,other
262,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 5,5,5,Donald Trump,trump,republican,total,151,0,republican
263,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 5,5,5,Emidio Soltysik,soltysik,natural law party,total,0,0,other
264,Washtenaw County,ANN ARBOR CITY; Ward 4; Precinct 9,4,9,Darrell Castle,castle,us taxpayers,total,2,0,other
265,Washtenaw County,ANN ARBOR CITY; Ward 4; Precinct 9,4,9,Hillary Clinton,clinton,democratic,total,918,0,democratic
266,Washtenaw County,ANN ARBOR CITY; Ward 4; Precinct 9,4,9,Gary Johnson,johnson,libertarian,total,38,0,other
267,Washtenaw County,ANN ARBOR CITY; Ward 4; Precinct 9,4,9,Jill Stein,stein,green,total,11,0,other
268,Washtenaw County,ANN ARBOR CITY; Ward 4; Precinct 9,4,9,Donald Trump,trump,republican,total,221,0,republican
269,Washtenaw County,ANN ARBOR CITY; Ward 4; Precinct 9,4,9,Emidio Soltysik,soltysik,natural law party,total,1,0,other
270,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 6,1,6,Darrell Castle,castle,us taxpayers,total,0,0,other
271,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 6,1,6,Hillary Clinton,clinton,democratic,total,722,0,democratic
272,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 6,1,6,Gary Johnson,johnson,libertarian,total,22,0,other
273,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 6,1,6,Jill Stein,stein,green,total,10,0,other
274,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 6,1,6,Donald Trump,trump,republican,total,68,0,republican
275,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 6,1,6,Emidio Soltysik,soltysik,natural law party,total,0,0,other
276,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 8,1,8,Darrell Castle,castle,us taxpayers,total,0,0,other
277,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 8,1,8,Hillary Clinton,clinton,democratic,total,1075,0,democratic
278,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 8,1,8,Gary Johnson,johnson,libertarian,total,25,0,other
279,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 8,1,8,Jill Stein,stein,green,total,8,0,other
280,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 8,1,8,Donald Trump,trump,republican,total,123,0,republican
281,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 8,1,8,Emidio Soltysik,soltysik,natural law party,total,0,0,other
282,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 2,1,2,Darrell Castle,castle,us taxpayers,total,0,0,other
283,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 2,1,2,Hillary Clinton,clinton,democratic,total,765,0,democratic
284,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 2,1,2,Gary Johnson,johnson,libertarian,total,18,0,other
285,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 2,1,2,Jill Stein,stein,green,total,11,0,other
286,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 2,1,2,Donald Trump,trump,republican,total,95,0,republican
287,Washtenaw County,ANN ARBOR CITY; Ward 1; Precinct 2,1,2,Emidio Soltysik,soltysik,natural law party,total,0,0,other
288,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 4,5,4,Darrell Castle,castle,us taxpayers,total,0,0,other
289,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 4,5,4,Hillary Clinton,clinton,democratic,total,1348,0,democratic
290,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 4,5,4,Gary Johnson,johnson,libertarian,total,20,0,other
291,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 4,5,4,Jill Stein,stein,green,total,24,0,other
292,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 4,5,4,Donald Trump,trump,republican,total,102,0,republican
293,Washtenaw County,ANN ARBOR CITY; Ward 5; Precinct 4,5,4,Emidio Soltysik,soltysik,natural law party,total,2,0,other
